LICENSE NUMBER,LICENSEE NAME,BUSINESS NAME,LICENSE TYPE,ACTIVE,COUNTY,Retail Delivery,Medical Grade,Hemp
050 10055307DA2,Gayle Lynne Ashford,Green Cross Dispensary,Recreational Retailer,Yes,Linn,,,
020 10055487CC1,"Eve Gardens, LLC",Eve Gardens,Recreational Producer,Yes,Linn,,,
050 100562112C2,BOYD LEVIT LLC,Tangent Farmacy,Recreational Retailer,Yes,Linn,,,
020 10058341A3A,Growing Green Farms,Growing Green Farms,Recreational Producer,Yes,Linn,,,
020 10063138335,Cannaseng LLC,Cannaseng,Recreational Producer,Yes,Linn,,,
020 1006654C5CC,"Critical Green Farms, Inc.","Critical Green Farms, Inc.",Recreational Producer,Yes,Linn,,,
050 10069997015,Going Green Sweet Home Inc,Going Green Sweet Home,Recreational Retailer,Yes,Linn,,,
020 10073617193,PEnterprise LLC,PGFarmhouse,Recreational Producer,Yes,Linn,,,
050 100736767B7,Cloud 9 Dispensary LLC,Cloud 9 Cannabis,Recreational Retailer,Yes,Linn,,,
050 1007437F64E,"Ronald McReynolds, Tracey McReynolds",Four Seasons Dispensary and Resource Center,Recreational Retailer,Yes,Linn,,Yes,
020 10075189653,Epic Flower LLC,Epic Flower LLC,Recreational Producer,Yes,Linn,,,
020 1007560F28A,SharpLeaf LLC,SharpLeaf LLC,Recreational Producer,Yes,Linn,,,
050 10076627A48,La Mota Lebanon 2 LLC & Rosa Cazares,La Mota Lebanon 2 LLC ,Recreational Retailer,Yes,Linn,,,
030 1007981196B,S B Products LLC,Skunk's Butt Products,Recreational Processor,Yes,Linn,,,
050 1008370DC68,"MNG Holdings, LLC ",Mr. Nice Guy,Recreational Retailer,Yes,Linn,,,
020 1008379BB7C,Garden First LLC,Garden First Cannabis,Recreational Producer,Yes,Linn,,,
060 100850849F5,Garden First LLC,Garden First Cannabis,Recreational Wholesaler,Yes,Linn,,,
050 10085557734,"MNG Holdings, LLC ",THClear,Recreational Retailer,Yes,Linn,,,
050 100858709AE,La Mota Lebanon 3 LLC & Rosa Cazares,La Mota Lebanon 3 LLC ,Recreational Retailer,,Linn,,,
020 100919680CA,Robert W Demes and Helen D Demes,The Elite Growers,Recreational Producer,Yes,Linn,,,
050 10106545CBB,La Mota Sweet Home LLC and Rosa Cazares,La Mota Sweet Home LLC,Recreational Retailer,Yes,Linn,,,
050 1000077C4F0,SMS Ventures LLC ,Homegrown Oregon,Recreational Retailer,Yes,Marion,Yes,Yes,
050 1000080680D,The Joint On Market Street LLC,The Joint ,Recreational Retailer,Yes,Marion,Yes,Yes,
050 1000170A08B,James Wakefield,CannaMedicine,Recreational Retailer,Yes,Marion,Yes,Yes,
050 1000206828A,"Nectar Markets, LLC",Nectar,Recreational Retailer,Yes,Marion,Yes,Yes,
020 1000256AA16,"Avitas Oregon Holdings, Llc",Avitas,Recreational Producer,Yes,Marion,,,
030 1000291BBEA,"Avitas Oregon Holdings, Llc",Avitas,Recreational Processor,Yes,Marion,,Yes,
020 10003750F53,"PTR Investments, Inc.",DogHouse,Recreational Producer,Yes,Marion,,,
020 1000492050E,"Oregon Bud Company, LLC",Oregon Bud Company LLC,Recreational Producer,Yes,Marion,,,
030 10004997F94,"Oregon Bud Company, LLC",Tine Trading Company,Recreational Processor,Yes,Marion,,,Yes
050 1000651584B,"Oregon Bud Company, LLC",Oregon Bud Company ,Recreational Retailer,Yes,Marion,Yes,,
050 10008629837,"Hi Cascade #2, LLC",Hi Cascade,Recreational Retailer,Yes,Marion,Yes,Yes,
050 100088728CB,Livewell INC,Livewell Cannabis,Recreational Retailer,Yes,Marion,,Yes,
020 1000986D2E8,"MediRec, LLC.","MediRec, LLC",Recreational Producer,Yes,Marion,,,
020 10012636EA8,"I-5 Farms, Inc.","I-5 Farms, Inc.",Recreational Producer,Yes,Marion,,,
050 1001268173C,Green State Wholesale LLC,Green Depot,Recreational Retailer,Yes,Marion,Yes,Yes,
050 100137839DD,"TLC Medical, Inc.",Green Cross Cannabis Emporium,Recreational Retailer,Yes,Marion,,Yes,
020 1001533757C,"OG Gardens, LLC/OG Leasing, LLC","OG Gardens, LLC",Recreational Producer,Yes,Marion,,,
050 1001561538D,"Alpha Alternative Solutions, LLC","ALPHA ALTERNATIVE SOLUTIONS, LLC",Recreational Retailer,Yes,Marion,Yes,Yes,
050 100157201FF,"OG Collective, LLC and OG Leasing LLC","OG Collective, LLC",Recreational Retailer,Yes,Marion,Yes,Yes,
020 100182995B1,"OG Processing, LLC & OG Gardens, LLC & OG Leasing, LLC",OG Gardens,Recreational Producer,Yes,Marion,,,
060 10018309A55,"OG Processing, LLC & OG Gardens, LLC & OG Leasing, LLC",OG Gardens,Recreational Wholesaler,Yes,Marion,,Yes,
020 10018326D76,"OG Gardens, LLC/OG Leasing, LLC","OG Gardens, LLC",Recreational Producer,Yes,Marion,,,
050 1001843EA13,"The Lucky Leaf, LLC",The Lucky Leaf,Recreational Retailer,Yes,Marion,Yes,Yes,
050 10018957EDE,"OG Collective, LLC and OG Leasing LLC","OG Collective, LLC",Recreational Retailer,Yes,Marion,Yes,Yes,
030 10019138B73,"OG Processing, LLC & OG Gardens, LLC & OG Leasing, LLC",OG Processing,Recreational Processor,Yes,Marion,,,
020 10020999805,BC Industries LLC,Sons of Agronomy,Recreational Producer,Yes,Marion,,,
050 1002423E8DA,Ancient Remedies LLC,Ancient Remedies,Recreational Retailer,Yes,Marion,Yes,Yes,
030 1002721AFB5,"Gaia Bounty, Inc",Gaia Bounty,Recreational Processor,Yes,Marion,Yes,Yes,Yes
020 1002933D024,"Oregon Greens Enterprises, LLC",Oregon Greens ,Recreational Producer,Yes,Marion,,,
020 1003075F288,"The Oregon Horticulture Company, LLC","Oregon Horticulture Company, LLC",Recreational Producer,Yes,Marion,,,
050 10030833DF5,"HERBAL GRASSLANDS, LLC","HERBAL GRASSLANDS, LLC",Recreational Retailer,Yes,Marion,,Yes,
050 1003356C91B,brown pig LLC,Club Pitbull,Recreational Retailer,Yes,Marion,,Yes,
020 100359165AF,Nature Based Corporation,Hydrorganics,Recreational Producer,,Marion,,,
050 100371801C7,SMS Ventures LLC ,Homegrown Oregon,Recreational Retailer,Yes,Marion,Yes,Yes,
060 10038920E70,La Mota 10 LLC,La Mota,Recreational Wholesaler,Yes,Marion,Yes,,
050 10039754DBA,Cherry City Compassion Inc.,Cherry City Compassion,Recreational Retailer,Yes,Marion,,Yes,
050 1004029B8B0,"OG Collective, LLC and OG Leasing LLC","OG Collective, LLC",Recreational Retailer,Yes,Marion,Yes,Yes,
020 100410463C4,"Gross Tonnage, LLC",Gross Tonnage,Recreational Producer,Yes,Marion,,,
050 10041223AB3,Canyon Cannabis LLC,Canyon Cannabis,Recreational Retailer,Yes,Marion,,Yes,
050 100431414A0,The Holistic Choice Inc.,The Holistic Choice,Recreational Retailer,Yes,Marion,Yes,,
050 10044175634,"Nature Quest, LLC",THC Recreation Station Salem,Recreational Retailer,Yes,Marion,Yes,Yes,
050 10044474E1C,"Piper's Holistic Essentials, LLC ",Piper's Dispensary,Recreational Retailer,Yes,Marion,,Yes,
050 10044492D86,The Grass Hut II LLC,The Grass Hut II,Recreational Retailer,Yes,Marion,,,
050 10044942643,"TLC Medical, Inc.",Green Cross Cannabis Emporium,Recreational Retailer,Yes,Marion,,Yes,
050 10048136882,David Gor / Brent Gilmour,Kush Dispensary of Oregon,Recreational Retailer,Yes,Marion,,,
050 1004903F589,"Duzon Enterprises, LLC",Re-Leaf Cannabis Center,Recreational Retailer,Yes,Marion,Yes,Yes,
050 10049061904,Home Grown Remedies LLC,HomeGrown Remedies,Recreational Retailer,Yes,Marion,,Yes,
050 10052560FB5,"Capitol Green Leaf, LLC",Capitol Green Leaf,Recreational Retailer,Yes,Marion,Yes,Yes,
050 10052885D4C,"VLF Management, LLC",Diem,Recreational Retailer,Yes,Marion,Yes,Yes,
050 1005488731C,"Herbal Remedies 2, LLC",Herbal Remedies 2,Recreational Retailer,Yes,Marion,Yes,Yes,
020 10055752FDA,"Organabis Farms, INC","Organabis Farms, INC",Recreational Producer,Yes,Marion,,,
020 10056786063,Kanaba Farms,Kanaba Farms,Recreational Producer,Yes,Marion,,,
050 1005776B2C0,"Reefer Madness, LLC",Reefer Madness,Recreational Retailer,Yes,Marion,,Yes,
020 10062161C2A,"Uplifted, LLC",Uplifted,Recreational Producer,Yes,Marion,,,
020 1006422FE2C,"Carnegie Enterprises, LLC.",Carnegie Enterprises,Recreational Producer,Yes,Marion,,,
050 100653804D2,Ganja Leaf LLC,7 Leaf Collective,Recreational Retailer,Yes,Marion,,,
060 100696835DC,420 Investments LLC,Highpotesis ,Recreational Wholesaler,Yes,Marion,,,
050 1007069E349,Treestar LLC,Treestar,Recreational Retailer,Yes,Marion,,,
050 1007242C532,New Riderz Detroit Lake LLC,The Greener Side Detroit Lake,Recreational Retailer,Yes,Marion,,Yes,
060 1007409A835,HYDRA OREGON LLC,Hydra Oregon,Recreational Wholesaler,Yes,Marion,,,
050 1007695C5F7,Hierba Buena Incorporated,Hierba Buena ,Recreational Retailer,Yes,Marion,,,
050 1007897E745,Smart Choice Investments LLC,World Famous Top Shelf Cannabis,Recreational Retailer,Yes,Marion,,,
050 10079072E3A,"MNG Holdings, LLC ",Mr. Nice Guy,Recreational Retailer,Yes,Marion,,,
060 10082532B00,CAREY NIKLAS DARNELL LLC,oreKron Distribution,Recreational Wholesaler,Yes,Marion,,,
020 1008274ACF8,"Yak, Inc.","Yak, Inc.",Recreational Producer,Yes,Marion,,,
050 100834893DE,Pike Park LLC,A Prime Leaf,Recreational Retailer,Yes,Marion,,,
050 100836960EE,"MNG Holdings, LLC ",Mr. Nice Guy,Recreational Retailer,Yes,Marion,,,
060 1008639B335,"SJDM, INC",Pharmer's Market,Recreational Wholesaler,Yes,Marion,,,
050 100869451F2,Livewell INC,Livewell Dispensary,Recreational Retailer,Yes,Marion,,,
050 1008736780D,"Salem Organics, LLC","Salem Organics, LLC",Recreational Retailer,Yes,Marion,,,
030 10092767C27,"Vitonic, Inc.",Vitonic,Recreational Processor,Yes,Marion,,,
020 100937732C5,"BestBudz Farms, Inc.",BestBudz Farms,Recreational Producer,Yes,Marion,,,
050 1009433D928,HAH OREGON LLC,Have a Heart CC,Recreational Retailer,Yes,Marion,,,
050 1009465D34F,Preserve Oregon Corp,Preserve Oregon,Recreational Retailer,Yes,Marion,,,
050 10096383CC3,"Market Street Station, Inc.",Market Street Station,Recreational Retailer,Yes,Marion,,,
050 10096429A3B,"Integro Group, LLC",Silver Creek Dispensary,Recreational Retailer,Yes,Marion,,,
020 10096450331,"Bellevue, LLC",Bellevue Farms,Recreational Producer,Yes,Marion,,,
020 100970859C0,"Kwondren, LLC",Kwondren LLC,Recreational Producer,Yes,Marion,,,
050 10097838926,Home Grown Remedies LLC,HGR2,Recreational Retailer,Yes,Marion,,,
020 10099085920,Three Flavors Farms LLC,Three Flavors Farms LLC,Recreational Producer,Yes,Marion,,,
050 10103753D2B,Truth inc,Truth Dispensary,Recreational Retailer,Yes,Marion,,,
020 101037744F8,White and Company LLC,White and Company,Recreational Producer,Yes,Marion,,,
030 10112072740,"MNG Holdings, LLC ",LOL Edibles,Recreational Processor,Yes,Marion,,,
050 101349435F7,"MJAI Oregon 1, LLC",Kaya Shack (2),Recreational Retailer,Yes,Marion,,,
050 1013497F43F,"MJAI Oregon 1, LLC",Kaya Shack (3),Recreational Retailer,Yes,Marion,,,
050 10135011D38,"MJAI Oregon 1, LLC",Kaya Shack (4),Recreational Retailer,Yes,Marion,,,
050 1013710A78D,Green-Way Medicinal Inc,Green-Way Medicinal,Recreational Retailer,Yes,Marion,,,
050 10000746733,TCAIXP LLC,Botanica,Recreational Retailer,Yes,Multnomah,,,
050 10000757D91,TCAIXP LLC,Botanica,Recreational Retailer,Yes,Multnomah,,Yes,
050 100008156B4,Richard Goodwin & Kenneth West,RKO,Recreational Retailer,Yes,Multnomah,,Yes,
030 1000103FC02,Luff Enterprises LLC,Sweet Cannabis,Recreational Processor,Yes,Multnomah,,Yes,
020 1000105C1FF,"BBHMB, LLC",Pacific Frost Farms ,Recreational Producer,Yes,Multnomah,,,
060 1000111BF45,Luff Enterprises LLC,Sweet Cannabis ,Recreational Wholesaler,Yes,Multnomah,,,
050 1000146ACE7,Pacific Eclipse NW LLC,Happy Leaf,Recreational Retailer,Yes,Multnomah,Yes,Yes,
050 10001534ACF,JIMS LLC,Silver Stem,Recreational Retailer,Yes,Multnomah,Yes,Yes,
050 1000161114D,Oregon Resources Marketing LLC,Oregon's Finest,Recreational Retailer,Yes,Multnomah,,,
050 1000162E337,Oregon Resources Trading LLC/ Oregon Resources Wholesale LLC,Oregon's Finest,Recreational Retailer,Yes,Multnomah,Yes,Yes,
050 10001759551,"Nectar Markets, LLC",Nectar,Recreational Retailer,Yes,Multnomah,Yes,Yes,
050 10001763D05,NW Compassion Medical Center Inc,NW Compassion Medical Center,Recreational Retailer,Yes,Multnomah,,,
060 10001855625,Oregon Resources Trading LLC/ Oregon Resources Wholesale LLC,Movement Cannabis,Recreational Wholesaler,Yes,Multnomah,,,
020 100019047D6,Delta Mantra LLC,Delta Mantra,Recreational Producer,Yes,Multnomah,,,
050 1000235878E,TR Jones LLC,Club Sky High,Recreational Retailer,Yes,Multnomah,Yes,Yes,
050 1000236A6D2,"Dicot Derby Farms, LLC",The Dispensary on 52nd,Recreational Retailer,Yes,Multnomah,,,
020 1000282043E,"Cully Industries, Inc",Pintail Gardens,Recreational Producer,Yes,Multnomah,,,
050 1000290F110,"PanHealth Solutions, Inc.",The People Dispensary,Recreational Retailer,Yes,Multnomah,Yes,,
050 1000307D47D,"Bloom Retail, LLC",Bloom,Recreational Retailer,Yes,Multnomah,Yes,Yes,
050 1000309D4CF,"A Family Business, LLC",The Grass Shack,Recreational Retailer,Yes,Multnomah,,Yes,
030 1000332E2A3,Peak Products Corp,Peak Extracts,Recreational Processor,Yes,Multnomah,,Yes,
020 1000342E3F5,"Scissortail Farms, LLC","Scissortail Farms, LLC",Recreational Producer,Yes,Multnomah,,,
050 1000365F3DF,BAS Enterprises LLC,Green Goddess Remedies,Recreational Retailer,Yes,Multnomah,Yes,,
030 10003736729,"Top Shelf, Inc.",Botanical Laboratories,Recreational Processor,Yes,Multnomah,,,
020 1000380DDC5,Be-1 Enterprises North West Inc.,Be Wonderful-Farm,Recreational Producer,Yes,Multnomah,,,
020 100038380CC,Integrated Growth Solutions Inc.,"Devils Lettuce, Inc.",Recreational Producer,Yes,Multnomah,,,
050 1000396C575,Kind Heart Collective ,Kind Heart Collective,Recreational Retailer,Yes,Multnomah,,Yes,
050 1000399E26D,Rose City Wellness Oldtown LLC,Rose City Wellness Oldtown LLC,Recreational Retailer,Yes,Multnomah,Yes,Yes,
050 10004797E23,Greeley Gallery LLC,Greeley Gallery,Recreational Retailer,Yes,Multnomah,,Yes,
020 1000482C54C,Summary LLC,Summary LLC,Recreational Producer,Yes,Multnomah,,,
020 1000485351E,"Decatur One LLC, Bradford Two LLC, Bradford Three LLC",Pistil Point,Recreational Producer,Yes,Multnomah,,,
020 1000523654B,Alternative Remedies LLC,Alternative Remedies,Recreational Producer,Yes,Multnomah,,,
020 1000576AAAC,7 Points Inc,7 points oregon,Recreational Producer,Yes,Multnomah,,,
050 10005818F95,Williams Street Green House LLC,Williams Street Green House LLC,Recreational Retailer,Yes,Multnomah,,Yes,
020 10005830D70,RGJB Holdings LLC,The Green Fingers Farm,Recreational Producer,Yes,Multnomah,,,
020 1000619DB55,Tim and Tobin's Farm Company,Sky High Farms,Recreational Producer,Yes,Multnomah,,,
030 1000621D09A,Tim and Tobin's Farm Company,Sky High Farms,Recreational Processor,Yes,Multnomah,,,
020 1000625AE80,Dos Santos Inc.,Wicked Kind,Recreational Producer,Yes,Multnomah,,,
020 10006296796,Indoor Cultivation Systems LLC,LUVLI,Recreational Producer,Yes,Multnomah,,,
030 10006832B3B,Permaculture Solutions LLC,Permaculture Solutions,Recreational Processor,Yes,Multnomah,,,
050 10007012B21,AMJWAF LLC,La Mota ,Recreational Retailer,Yes,Multnomah,Yes,,
020 100071113BB,Hydrus Hydroponics Inc,Hydrus Hydroponics Inc,Recreational Producer,Yes,Multnomah,,,
030 1000741B96D,"Elbe's Edibles, LLC",elbe's edibles,Recreational Processor,Yes,Multnomah,,Yes,
050 100077728CC,"La Mota, LLC",La Mota ,Recreational Retailer,Yes,Multnomah,Yes,Yes,
050 10007839141,Everett Holdings LLC,Budlandia,Recreational Retailer,Yes,Multnomah,,Yes,
020 1000790E238,FJHC Inc,Ten Four Farms,Recreational Producer,Yes,Multnomah,,,
020 1000809A2EB,"Nug Run Farms, LLC",Cultivated Industries (Cultivated Farms),Recreational Producer,Yes,Multnomah,,,
030 10008132E83,"Nug Run Farms, LLC",Cultivated Extracts,Recreational Processor,Yes,Multnomah,,,
050 10008176667,"DNF Enterprises, Inc.",satchel,Recreational Retailer,Yes,Multnomah,,,
050 1000818724C,"New Horizons Consultants, LLC. ",Home Grown Apothecary,Recreational Retailer,Yes,Multnomah,,Yes,
050 1000821199B,Alternative Remedies LLC,Alternative Remedies,Recreational Retailer,Yes,Multnomah,,,
020 100082331BF,Mindful Landscaping LLC.,Mindful ,Recreational Producer,Yes,Multnomah,,,
050 100089293F9,AMF I LLC,Archive Portland,Recreational Retailer,Yes,Multnomah,Yes,Yes,
020 100089348CE,"AMF II, LLC",Archive Portland,Recreational Producer,Yes,Multnomah,,,
020 10009076F74,Sandhill Grange Inc,Sandhill Grange,Recreational Producer,Yes,Multnomah,,,
050 1000942FDE4,Kirk Enterprises LLC,Belmont Collective,Recreational Retailer,Yes,Multnomah,Yes,Yes,
020 1000956F4BF,Thunder Farms Corporation,Thunder Farms,Recreational Producer,Yes,Multnomah,,,
050 10009640876,Alternative Solutions 1 Inc.,Alternative Solutions ,Recreational Retailer,Yes,Multnomah,Yes,Yes,
050 100099996CC,"Hi Cascade, LLC",Mr. Nice Guy Portland,Recreational Retailer,Yes,Multnomah,Yes,Yes,
050 10010393593,"MJAI Oregon 1, LLC",Kaya Shack,Recreational Retailer,Yes,Multnomah,Yes,Yes,
050 10010749D9A,Portland Green Oasis LLC ,Portland Green Oasis LLC,Recreational Retailer,Yes,Multnomah,,Yes,
050 10010755610,Green Oasis KGTS LLC,Green Oasis KGTS LLC,Recreational Retailer,Yes,Multnomah,,Yes,
020 1001089F440,"Novik Industries, LLC",Novik Industries LLC,Recreational Producer,Yes,Multnomah,,,
030 10010940DE3,CO2 Dynamics Corp,CO2 Dynamics Corp,Recreational Processor,Yes,Multnomah,Yes,Yes,Yes
050 1001106576F,WWMP LLC,Kaleafa,Recreational Retailer,Yes,Multnomah,Yes,Yes,
020 1001147B893,Arnow Browne LLC,Arnow Browne,Recreational Producer,Yes,Multnomah,,,
050 1001215FD92,"RSS Business Services, Inc",Tree PDX,Recreational Retailer,Yes,Multnomah,,,
020 1001370F985,BTJ Farms LLC,Uncle Johns Farm,Recreational Producer,Yes,Multnomah,,,
020 1001391C10A,GW Production Riverside LLC,PRUF CULTIVAR,Recreational Producer,Yes,Multnomah,,,
020 1001402E156,"Rose Bud Growers, LLC","Rose Bud Growers, LLC",Recreational Producer,Yes,Multnomah,,,
020 10014492356,PJC Group LLC,Thrive Gardens,Recreational Producer,Yes,Multnomah,,,
050 1001485A501,Vessel Inc,Vessel ,Recreational Retailer,Yes,Multnomah,Yes,Yes,
050 1001489965C,"SWEET LEAF PORTLAND, LLC",Sweet Leaf Portland,Recreational Retailer,Yes,Multnomah,Yes,,
050 100149904F1,"Nectar Markets, LLC",Nectar,Recreational Retailer,Yes,Multnomah,Yes,Yes,
050 100150093E2,"Nectar Markets, LLC",Nectar,Recreational Retailer,Yes,Multnomah,,,
020 1001587011A,Green Gear Solutions LLC,Green Gear Solutions,Recreational Producer,Yes,Multnomah,,,
050 10015902FDC,PBB Retail LLC,Portland Best Buds,Recreational Retailer,Yes,Multnomah,,Yes,
020 1001596D7A0,CBN.OPP.INC,Cannabis Nation INC,Recreational Producer,Yes,Multnomah,,,
050 1001606EE83,GW Retail Belmont Inc (Serra Belmont),Serra Belmont,Recreational Retailer,Yes,Multnomah,Yes,Yes,
030 100160701F5,"GNT Oregon, LLC",Open Vape,Recreational Processor,Yes,Multnomah,,,
020 1001690F402,"Resin Ranchers, Inc.","Resin Ranchers, Inc.",Recreational Producer,Yes,Multnomah,,,
030 10016913EED,"Resin Ranchers, Inc.","Resin Ranchers, Inc.",Recreational Processor,Yes,Multnomah,,,
050 1001702682A,GW Retail Weidler Inc,Electric Lettuce Weidler,Recreational Retailer,Yes,Multnomah,,,
060 1001753FD95,"Highly Distributed, LLC",Highly Distributed,Recreational Wholesaler,Yes,Multnomah,,Yes,
050 10017624D01,Gramercy Partners LLC,Stumptown Cannabis - Lents,Recreational Retailer,Yes,Multnomah,,,
020 10017917BA7,"The Green Planet, Inc ",GP Farms,Recreational Producer,Yes,Multnomah,,,
020 1001842C5BE,2H Manufacturing Incorporated,LUCKY LION,Recreational Producer,Yes,Multnomah,,,
030 10018696219,"Green State of Mind, Inc.","Green State of Mind, Inc.",Recreational Processor,Yes,Multnomah,,Yes,
020 10019300505,Green Pinky Farms LLC,Green Pinky Farms,Recreational Producer,Yes,Multnomah,,,
030 1001935FB2C,Swell Companies Limited,Dab Society Extracts,Recreational Processor,Yes,Multnomah,,Yes,
050 10020141411,GreshamGold Inc,Cannabis Nation,Recreational Retailer,Yes,Multnomah,Yes,Yes,
020 100206529CB,"Kleen Karma Gardens, Inc. ",Kleen Karma Gardens Inc.,Recreational Producer,Yes,Multnomah,,,
050 10020753B7D,Oregon City Retail Investments Inc,Serra Downtown,Recreational Retailer,Yes,Multnomah,Yes,,
010 1002112892C,Rose City Laboratories LLC,Rose City Labs,Laboratory,Yes,Multnomah,,,
050 1002115B192,Puddletown Organics LLC,Puddletown Organics,Recreational Retailer,Yes,Multnomah,,Yes,
020 100211971CF,Evergreen Natural Harvest LLC,Evergreen Natural Harvest,Recreational Producer,Yes,Multnomah,,,
020 10021869212,CG Services LLC,Crashgardens,Recreational Producer,Yes,Multnomah,,,
060 1002251230A,"Cura CS, LLC",Cura CS,Recreational Wholesaler,Yes,Multnomah,,Yes,
030 1002253EDE0,"Cura CS, LLC",Cura CS,Recreational Processor,Yes,Multnomah,,Yes,Yes
050 100225511C6,Be Wonderful Wellness Center LLC,Be Wonderful Wellness-Dispensary,Recreational Retailer,Yes,Multnomah,,,
020 1002294A20B,BTJ Farms LLC,Uncle John's Farm,Recreational Producer,Yes,Multnomah,,,
050 100230078F4,"CBZ, LLC",Canna-Daddy's ,Recreational Retailer,Yes,Multnomah,Yes,,
020 1002322C712,"Seven Points, LLC",Laughing Grass Garden,Recreational Producer,Yes,Multnomah,,,
020 10023470D07,"Bobsled Farms, LLC",Bobsled Farms,Recreational Producer,Yes,Multnomah,,,
